61, 45, 30, Red
40, 78, 81, Blue
30, 59, 100, Blue
15, 100, 58, Blue
100, 46, 51, Red
22, 28, 55, Red
96, 0, 11, Red
17, 92, 62, Blue
26, 100, 32, Blue
33, 80, 25, Blue
29, 100, 42, Blue
29, 79, 100, Blue
36, 82, 88, Blue
54, 68, 68, Blue
60, 46, 62, Blue
13, 100, 63, Blue
92, 28, 38, Red
49, 59, 78, Blue
19, 100, 61, Blue
100, 25, 66, Red
64, 52, 54, Red
59, 39, 0, Red
54, 68, 56, Blue
41, 55, 68, Red
24, 78, 46, Blue
30, 30, 84, Blue
41, 63, 61, Blue
28, 88, 48, Blue
47, 69, 100, Blue
67, 0, 85, Red
35, 100, 44, Blue
41, 31, 17, Red
51, 90, 14, Blue
24, 84, 66, Blue
62, 80, 23, Blue
80, 0, 0, Red
47, 90, 70, Blue
18, 81, 30, Blue
66, 100, 32, Blue
10, 61, 82, Blue
11, 59, 82, Blue
79, 88, 86, Blue
63, 64, 66, Blue
100, 58, 55, Red
11, 70, 86, Blue
42, 82, 60, Blue
100, 61, 15, Red
29, 100, 26, Blue
26, 82, 100, Blue
23, 40, 60, Blue
14, 79, 78, Blue
20, 85, 58, Blue
41, 86, 69, Blue
42, 48, 100, Blue
36, 52, 90, Blue
73, 21, 5, Red
20, 39, 100, Blue
65, 91, 24, Red
35, 62, 88, Blue
47, 80, 66, Blue
5, 100, 78, Blue
59, 56, 55, Red
10, 91, 57, Blue
36, 86, 29, Blue
33, 52, 58, Blue
93, 38, 24, Red
47, 77, 56, Blue
37, 100, 62, Blue
45, 11, 20, Red
44, 95, 1, Blue
30, 75, 70, Blue
100, 15, 47, Red
100, 27, 17, Red
25, 100, 62, Blue
24, 82, 81, Blue
45, 100, 56, Blue
37, 46, 22, Blue
38, 43, 79, Blue
100, 0, 3, Red
19, 48, 23, Blue
75, 15, 49, Red
100, 38, 29, Red
36, 94, 82, Blue
28, 100, 81, Blue
99, 13, 52, Red
19, 100, 15, Blue
42, 28, 39, Red
25, 88, 79, Blue
36, 77, 45, Blue
54, 44, 46, Blue
85, 35, 6, Red
35, 95, 50, Blue
79, 0, 29, Red
16, 93, 70, Blue
31, 52, 39, Blue
79, 71, 32, Red
39, 43, 58, Blue
21, 53, 73, Blue
28, 100, 54, Blue
100, 32, 53, Red
91, 27, 37, Red
31, 63, 17, Blue
88, 23, 44, Red
30, 29, 80, Blue
100, 55, 59, Red
29, 100, 12, Blue
34, 62, 54, Blue
54, 70, 44, Blue
32, 100, 57, Blue
19, 75, 80, Blue
43, 20, 23, Red
100, 6, 13, Red
32, 71, 88, Blue
52, 0, 87, Red
100, 21, 24, Red
88, 39, 16, Red
33, 69, 72, Blue
67, 16, 35, Red
29, 41, 55, Blue
73, 26, 44, Red
25, 98, 40, Blue
100, 12, 52, Red
87, 23, 67, Red
91, 20, 16, Red
72, 100, 38, Blue
3, 55, 46, Blue
31, 90, 62, Blue
37, 100, 20, Blue
60, 38, 37, Red
100, 2, 35, Red
37, 29, 66, Red
32, 89, 63, Blue
87, 50, 75, Red
30, 100, 78, Blue
100, 58, 11, Red
59, 89, 43, Blue
49, 56, 27, Red
60, 100, 95, Blue
50, 64, 58, Blue
9, 73, 75, Blue
48, 61, 74, Blue
11, 83, 88, Blue
100, 7, 80, Red
50, 19, 13, Red
55, 38, 55, Blue
10, 29, 42, Red
19, 100, 95, Blue
42, 100, 100, Blue
0, 100, 56, Blue
55, 54, 63, Blue
100, 39, 88, Red
48, 54, 41, Blue
28, 31, 0, Red
38, 100, 86, Blue
19, 96, 77, Blue
46, 76, 80, Blue
32, 80, 73, Blue
88, 30, 30, Red
100, 29, 18, Red
25, 35, 24, Red
100, 19, 41, Red
58, 58, 64, Blue
18, 100, 78, Blue
45, 79, 63, Blue
50, 92, 51, Blue
100, 24, 0, Red
78, 27, 66, Red
39, 53, 60, Blue
20, 100, 69, Blue
2, 29, 53, Red
10, 30, 91, Red
89, 38, 19, Red
46, 25, 26, Red
16, 72, 49, Blue
28, 98, 39, Blue
87, 43, 27, Red
49, 86, 45, Blue
6, 100, 41, Blue
55, 78, 68, Blue
38, 54, 41, Blue
36, 64, 75, Blue
40, 100, 31, Blue
39, 48, 100, Blue
57, 65, 45, Blue
41, 100, 84, Blue
24, 84, 57, Blue
27, 87, 81, Blue
33, 81, 68, Blue
62, 55, 53, Blue
20, 27, 97, Blue
100, 60, 44, Red
35, 100, 85, Blue
23, 89, 73, Blue
35, 100, 55, Blue
44, 100, 50, Blue
53, 6, 63, Blue
38, 78, 94, Blue
36, 100, 63, Blue
52, 92, 100, Blue
46, 59, 38, Blue
100, 59, 40, Red
46, 82, 43, Blue
26, 44, 69, Blue
47, 60, 29, Red
53, 78, 0, Blue
38, 88, 65, Blue
38, 54, 99, Blue
28, 82, 18, Blue
23, 69, 52, Blue
61, 100, 61, Blue
40, 87, 65, Blue
18, 82, 60, Blue
95, 0, 14, Red
100, 30, 25, Red
44, 59, 55, Blue
11, 100, 34, Blue
55, 9, 38, Red
22, 88, 59, Blue
0, 96, 9, Blue
44, 57, 31, Blue
36, 100, 25, Blue
39, 57, 51, Blue
8, 59, 29, Blue
32, 90, 31, Blue
12, 34, 8, Red
46, 50, 96, Blue
46, 100, 88, Blue
19, 56, 63, Blue
28, 100, 60, Blue
68, 69, 20, Red
71, 22, 46, Red
100, 59, 11, Red
38, 39, 87, Blue
74, 17, 51, Red
30, 100, 46, Blue
92, 27, 16, Red
31, 98, 69, Blue
100, 0, 36, Red
25, 62, 93, Blue
47, 92, 48, Blue
64, 16, 0, Red
38, 91, 69, Blue
49, 52, 79, Blue
11, 81, 72, Blue
57, 100, 92, Blue
40, 100, 63, Blue
39, 19, 47, Red
30, 100, 39, Blue
39, 59, 48, Blue
67, 18, 87, Red
33, 82, 65, Blue
32, 48, 75, Blue
22, 100, 63, Blue
77, 100, 83, Blue
6, 64, 70, Blue
52, 100, 44, Blue
22, 40, 4, Red
100, 50, 72, Red
30, 72, 53, Blue
22, 47, 37, Blue
21, 100, 55, Blue
35, 79, 54, Blue
10, 18, 98, Red
68, 32, 19, Blue
14, 100, 0, Blue
