29, 81, 11, Blue
24, 82, 7, Blue
79, 30, 83, Red
38, 77, 17, Blue
27, 78, 40, Blue
30, 78, 0, Blue
61, 34, 64, Red
64, 35, 100, Red
51, 83, 15, Blue
36, 82, 0, Blue
30, 80, 57, Blue
37, 78, 0, Blue
35, 77, 0, Blue
12, 82, 0, Blue
38, 78, 18, Blue
37, 75, 25, Blue
26, 79, 1, Blue
55, 31, 87, Red
31, 81, 19, Blue
40, 78, 23, Blue
24, 82, 5, Blue
30, 78, 19, Blue
73, 26, 94, Red
77, 24, 82, Red
23, 81, 28, Blue
38, 82, 9, Blue
57, 79, 20, Blue
29, 79, 37, Blue
93, 28, 98, Red
25, 78, 24, Blue
73, 21, 42, Red
76, 39, 37, Red
22, 82, 0, Blue
75, 32, 94, Red
47, 80, 41, Blue
92, 29, 74, Red
34, 84, 18, Blue
35, 77, 14, Blue
83, 23, 100, Red
72, 26, 79, Red
41, 81, 14, Blue
61, 79, 4, Blue
46, 81, 13, Blue
39, 77, 12, Blue
79, 30, 100, Red
41, 82, 10, Blue
41, 83, 63, Blue
79, 24, 83, Red
42, 82, 47, Blue
91, 32, 78, Red
84, 29, 100, Red
72, 32, 82, Red
48, 81, 27, Blue
33, 83, 10, Blue
21, 79, 13, Blue
75, 33, 74, Red
30, 81, 1, Blue
69, 33, 100, Red
39, 82, 28, Blue
24, 76, 24, Blue
17, 81, 12, Blue
41, 81, 27, Blue
58, 31, 59, Red
42, 81, 17, Blue
96, 33, 80, Red
43, 79, 48, Blue
69, 32, 66, Red
16, 83, 45, Blue
40, 78, 26, Blue
71, 24, 100, Red
35, 80, 30, Blue
27, 79, 30, Blue
34, 78, 17, Blue
29, 79, 6, Blue
44, 85, 47, Blue
51, 80, 19, Blue
48, 78, 11, Blue
30, 79, 27, Blue
88, 25, 98, Red
33, 77, 15, Blue
30, 75, 4, Blue
76, 33, 62, Red
75, 24, 55, Red
15, 80, 32, Blue
40, 79, 1, Blue
20, 82, 16, Blue
37, 74, 0, Blue
37, 85, 14, Blue
32, 80, 15, Blue
63, 80, 18, Blue
28, 79, 15, Blue
24, 80, 24, Blue
55, 31, 52, Red
41, 80, 33, Blue
27, 81, 0, Blue
36, 78, 8, Blue
46, 78, 33, Blue
78, 26, 81, Red
41, 81, 27, Blue
57, 75, 12, Blue
63, 35, 84, Red
83, 42, 71, Red
37, 77, 17, Blue
25, 79, 23, Blue
76, 31, 98, Red
48, 80, 25, Blue
31, 79, 9, Blue
42, 80, 22, Blue
40, 80, 7, Blue
31, 75, 15, Blue
39, 81, 27, Blue
39, 84, 33, Blue
75, 22, 65, Red
45, 77, 0, Blue
61, 28, 55, Red
82, 25, 67, Red
38, 78, 6, Blue
39, 79, 23, Blue
31, 78, 0, Blue
68, 39, 84, Red
96, 27, 84, Red
64, 29, 85, Red
21, 81, 13, Blue
49, 75, 0, Blue
34, 81, 25, Blue
40, 78, 14, Blue
23, 78, 35, Blue
57, 28, 64, Red
44, 79, 19, Blue
41, 77, 10, Blue
28, 80, 24, Blue
44, 82, 29, Blue
74, 35, 75, Red
23, 79, 16, Blue
16, 76, 0, Blue
35, 82, 32, Blue
36, 81, 5, Blue
19, 82, 15, Blue
29, 82, 20, Blue
35, 81, 16, Blue
26, 82, 25, Blue
27, 83, 22, Blue
40, 82, 19, Blue
51, 85, 3, Blue
38, 81, 16, Blue
35, 76, 18, Blue
38, 80, 31, Blue
65, 21, 84, Red
76, 32, 65, Red
35, 79, 20, Blue
61, 78, 23, Blue
36, 80, 0, Blue
43, 83, 11, Blue
73, 30, 76, Red
70, 32, 100, Red
29, 80, 18, Blue
73, 32, 79, Red
27, 82, 12, Blue
46, 82, 42, Blue
36, 78, 17, Blue
77, 24, 76, Red
42, 80, 44, Blue
70, 32, 100, Red
35, 76, 7, Blue
29, 79, 12, Blue
30, 79, 0, Blue
44, 79, 16, Blue
21, 79, 22, Blue
40, 78, 19, Blue
36, 78, 0, Blue
29, 82, 26, Blue
21, 80, 27, Blue
34, 80, 24, Blue
41, 81, 28, Blue
35, 79, 4, Blue
77, 32, 76, Red
41, 79, 35, Blue
82, 29, 77, Red
66, 28, 76, Red
48, 80, 5, Blue
36, 81, 24, Blue
81, 26, 71, Red
37, 79, 23, Blue
38, 78, 18, Blue
46, 75, 26, Blue
67, 31, 76, Red
35, 79, 20, Blue
27, 79, 26, Blue
39, 77, 16, Blue
28, 79, 19, Blue
11, 80, 22, Blue
